Station,River,Drainage_b,Latitude,Longitude,Area_sim_km2,Type,Validation,COMID,watershed,subbasin,Country,Climate
Saguenay_peribonka_km0319,Peribonka,Saguenay,48.7501,-71.6494,64372.4,Operational,Automatic,13036380,north_america,geoglows,Canada,Continental
Saguenay_peribonka_km0330,Peribonka,Saguenay,48.7835,-71.5351,64372.4,Operational,Automatic,13036380,north_america,geoglows,Canada,Continental
Saguenay_peribonka_km0370,Peribonka,Saguenay,49.0569,-71.3127,62536.99,Operational,Automatic,13035957,north_america,geoglows,Canada,Continental
Saguenay_saguenay_km0208,Saguenay,Saguenay,48.5371,-71.5586,176236.51,Operational,Automatic,13037304,north_america,geoglows,Canada,Continental
Sainte-Marguerite_sainte-Marguerite_km0017,Sainte-marguerite,Sainte-marguerite,50.3071,-66.6548,15026.38,Operational,Automatic,13030346,north_america,geoglows,Canada,Continental
Sainte-Marguerite_sainte-Marguerite_km0044,Sainte-marguerite,Sainte-marguerite,50.5259,-66.5684,13947.41,Operational,Automatic,13029378,north_america,geoglows,Canada,Continental
Santee_catawba_km0316,Catawba,Santee,34.1962,-80.6106,20181.59,Operational,Automatic,13078740,north_america,geoglows,United States of America,Temperate
Santee_catawba_km0448,Catawba,Santee,35.0351,-81.0414,11581.34,Operational,Automatic,13077296,north_america,geoglows,United States of America,Temperate
Santee_catawba_km0472,Catawba,Santee,35.1941,-81.0054,8273.45,Operational,Automatic,13077068,north_america,geoglows,United States of America,Temperate
Santee_catawba_km0500,Catawba,Santee,35.3699,-80.9544,7368.85,Operational,Automatic,13076821,north_america,geoglows,United States of America,Temperate
Santee_catawba_km0619,Catawba,Santee,35.7764,-81.5496,4435,Operational,Automatic,13075951,north_america,geoglows,United States of America,Temperate
Santee_congaree_km0266,Congaree,Santee,33.8271,-80.9309,31636.3,Operational,Automatic,13079244,north_america,geoglows,United States of America,Temperate
Santee_congaree_km0272,Congaree,Santee,33.8483,-80.9784,31343.58,Operational,Automatic,13079192,north_america,geoglows,United States of America,Temperate
Santee_santee_km0001,Santee,Santee,33.1489,-79.2587,58956.83,Operational,Automatic,13080019,north_america,geoglows,United States of America,Temperate
Santee_santee_km0021,Santee,Santee,33.2109,-79.3899,58956.83,Operational,Automatic,13080019,north_america,geoglows,United States of America,Temperate
Santee_santee_km0123,Santee,Santee,33.5022,-80.0899,57154.95,Operational,Automatic,13079702,north_america,geoglows,United States of America,Temperate
Savannah_savannah_km0001,Savannah,Savannah,32.0739,-80.9714,39439.01,Operational,Automatic,13081015,north_america,geoglows,United States of America,Temperate
Savannah_savannah_km0094,Savannah,Savannah,32.5584,-81.296,37324.89,Operational,Automatic,13080623,north_america,geoglows,United States of America,Temperate
Savannah_savannah_km0211,Savannah,Savannah,33.0869,-81.6091,31609.61,Operational,Automatic,13080129,north_america,geoglows,United States of America,Temperate
Savannah_savannah-Trib-02_km0411,Savannah-trib-02,Savannah,33.9721,-82.7589,5698.32,Operational,Automatic,13078997,north_america,geoglows,United States of America,Temperate
Severn_sachigo-Trib-02_km0488,Sachigo-trib-02,Severn,54.1471,-91.9469,372.03,Operational,Automatic,13013729,north_america,geoglows,Canada,Continental
Severn_severn-Trib-06_km0525,Severn-trib-06,Severn,53.3026,-91.8878,2678.82,Operational,Automatic,13017479,north_america,geoglows,Canada,Continental
Severn_severn-Trib-14_km0778,Severn-trib-14,Severn,53.1969,-94.2864,17079.54,Operational,Automatic,13017554,north_america,geoglows,Canada,Continental
Severn_severn-Trib-14_km0944,Severn-trib-14,Severn,52.9286,-95.3659,7411.65,Operational,Automatic,13018653,north_america,geoglows,Canada,Continental
Severn_severn-Trib-16_km0912,Severn-trib-16,Severn,52.5926,-93.6501,3773.66,Operational,Automatic,13020179,north_america,geoglows,Canada,Continental
Severn_severn-Trib-16_km0923,Severn-trib-16,Severn,52.5494,-93.6536,3528.57,Operational,Automatic,13020478,north_america,geoglows,Canada,Continental
Skagit_skagit_km0041,Skagit,Skagit,48.4948,-122.1506,18130.39,Operational,Automatic,13037580,north_america,geoglows,United States of America,Temperate
Skagit_skagit_km0054,Skagit,Skagit,48.5097,-122.0356,17285.23,Operational,Automatic,13037424,north_america,geoglows,United States of America,Temperate
Skagit_skagit_km0094,Skagit,Skagit,48.5131,-121.6796,14468,Operational,Automatic,13037532,north_america,geoglows,United States of America,Temperate
Skagit_skagit_km0107,Skagit,Skagit,48.4874,-121.5646,9929.43,Operational,Automatic,13037523,north_america,geoglows,United States of America,Temperate
Skagit_skagit_km0152,Skagit,Skagit,48.7027,-121.1819,7066.54,Operational,Automatic,13036701,north_america,geoglows,United States of America,Continental
Skeena_bulkley-Trib-01_km0448,Bulkley-trib-01,Skeena,54.1913,-127.0391,10295.68,Operational,Automatic,13013395,north_america,geoglows,Canada,Continental
Skeena_skeena_km0014,Skeena,Skeena,54.2746,-129.4134,159059.3,Operational,Automatic,13013209,north_america,geoglows,Canada,Continental
Skeena_skeena_km0029,Skeena,Skeena,54.3234,-129.2374,156362.67,Operational,Automatic,13012873,north_america,geoglows,Canada,Continental
Skeena_skeena_km0198,Skeena,Skeena,55.0994,-127.9846,122178.25,Operational,Automatic,13009949,north_america,geoglows,Canada,Continental
Skeena_skeena_km0205,Skeena,Skeena,55.0949,-127.8893,122178.25,Operational,Automatic,13009949,north_america,geoglows,Canada,Continental
Skeena_skeena_km0270,Skeena,Skeena,55.5037,-127.6649,74765.53,Operational,Automatic,13009075,north_america,geoglows,Canada,Continental
Skeena_skeena_km0315,Skeena,Skeena,55.7424,-127.8801,41288.45,Operational,Automatic,13007999,north_america,geoglows,Canada,Continental
Snohomish_skykomish_km0041,Skykomish,Snohomish,47.8514,-121.9594,4843.26,Operational,Automatic,13040095,north_america,geoglows,United States of America,Temperate
Snohomish_snoqualmie_km0047,Snoqualmie,Snohomish,47.7561,-121.9877,3694.3,Operational,Automatic,13040768,north_america,geoglows,United States of America,Temperate
St-Croix_sixteenth-Stream_km0024,Sixteenth-stream,St-croix,45.1514,-67.3804,7208.47,Operational,Automatic,13050580,north_america,geoglows,Canada,Continental
St-Croix_sixteenth-Stream-Trib-01_km0048,Sixteenth-stream-trib-01,St-croix,45.3056,-67.4586,3320.18,Operational,Automatic,13049983,north_america,geoglows,Canada,Continental
St-Johns_st-Johns_km0142,St-johns,St-johns,29.596,-81.6471,23245.35,Operational,Automatic,13082414,north_america,geoglows,United States of America,Temperate
St-Johns_st-Johns_km0143,St-johns,St-johns,29.5968,-81.6564,23245.35,Operational,Automatic,13082414,north_america,geoglows,United States of America,Temperate
St-Lawrence_au-Sable_km1841,Au-sable,St-lawrence,44.6432,-83.9394,8013.42,Operational,Automatic,13052665,north_america,geoglows,United States of America,Continental
St-Lawrence_bissett-Creek_km0775,Bissett-creek,St-lawrence,46.2622,-78.1154,122127.09,Operational,Automatic,13046127,north_america,geoglows,Canada,Continental
St-Lawrence_bissett-Creek_km0817,Bissett-creek,St-lawrence,46.3194,-78.6064,118681.88,Operational,Automatic,13045832,north_america,geoglows,Canada,Continental
St-Lawrence_black_km0731,Black,St-lawrence,43.7261,-75.3889,5268.37,Operational,Automatic,13055656,north_america,geoglows,United States of America,Continental
St-Lawrence_chaudiere_km0054,Chaudiere,St-lawrence,46.4994,-71.0712,12080.18,Operational,Automatic,13045344,north_america,geoglows,Canada,Continental
St-Lawrence_chippewa-Trib-01_km1900,Chippewa-trib-01,St-lawrence,43.6031,-84.3231,3105.14,Operational,Automatic,13056166,north_america,geoglows,United States of America,Continental
St-Lawrence_cloquet_km2820,Cloquet,St-lawrence,46.956,-92.3971,3948.24,Operational,Automatic,13043386,north_america,geoglows,United States of America,Continental
St-Lawrence_desert_km0694,Desert,St-lawrence,46.6887,-76.1356,3902.17,Operational,Automatic,13044740,north_america,geoglows,Canada,Continental
St-Lawrence_du-Lievre_km0483,Du-lievre,St-lawrence,45.715,-75.5666,20383.37,Operational,Automatic,13049011,north_america,geoglows,Canada,Continental
St-Lawrence_du-Lievre_km0488,Du-lievre,St-lawrence,45.7511,-75.5804,19513.37,Operational,Automatic,13048106,north_america,geoglows,Canada,Continental
St-Lawrence_du-Lievre_km0507,Du-lievre,St-lawrence,45.8799,-75.6304,19146.36,Operational,Automatic,13048060,north_america,geoglows,Canada,Continental
St-Lawrence_du-Lievre_km0632,Du-lievre,St-lawrence,46.6576,-75.4662,10883.87,Operational,Automatic,13044940,north_america,geoglows,Canada,Continental
St-Lawrence_fleuve-Saint-Laurent_km0024,Fleuve-saint-laurent,St-lawrence,46.7161,-71.4499,2139034.78,Operational,Automatic,13044493,north_america,geoglows,Canada,Continental
St-Lawrence_fleuve-Saint-Laurent_km0071,Fleuve-saint-laurent,St-lawrence,46.6252,-71.9581,2131835.05,Operational,Automatic,13044691,north_america,geoglows,Canada,Continental
St-Lawrence_fleuve-Saint-Laurent_km0089,Fleuve-saint-laurent,St-lawrence,46.5564,-72.1549,2128447.58,Operational,Automatic,13045000,north_america,geoglows,Canada,Continental
St-Lawrence_fleuve-Saint-Laurent_km0131,Fleuve-saint-laurent,St-lawrence,46.3344,-72.5304,2010618.87,Operational,Automatic,13045903,north_america,geoglows,Canada,Continental
St-Lawrence_fleuve-Saint-Laurent_km0219,Fleuve-saint-laurent,St-lawrence,45.8526,-73.2809,267.63,Operational,Automatic,13047663,north_america,geoglows,Canada,Continental
St-Lawrence_fox_km2330,Fox,St-lawrence,44.2823,-88.2764,31390.27,Operational,Automatic,13054070,north_america,geoglows,United States of America,Continental
St-Lawrence_fox_km2420,Fox,St-lawrence,44.004,-88.8504,6786.9,Operational,Automatic,13054879,north_america,geoglows,United States of America,Continental
St-Lawrence_gatineau_km0550,Gatineau,St-lawrence,45.9444,-75.9636,48909.75,Operational,Automatic,13047310,north_america,geoglows,Canada,Continental
St-Lawrence_gatineau_km0655,Gatineau,St-lawrence,46.6294,-75.9228,34491.42,Operational,Automatic,13044948,north_america,geoglows,Canada,Continental
St-Lawrence_grand_km1021,Grand,St-lawrence,42.9194,-79.6731,13036.01,Operational,Automatic,13059240,north_america,geoglows,Canada,Continental
St-Lawrence_grand_km1043,Grand,St-lawrence,42.9619,-79.8764,13036.01,Operational,Automatic,13059240,north_america,geoglows,Canada,Continental
St-Lawrence_hospital-Creek_km0489,Hospital-creek,St-lawrence,43.6841,-73.4041,3701.7,Operational,Automatic,13056143,north_america,geoglows,United States of America,Continental
St-Lawrence_indian_km0842,Indian,St-lawrence,44.2076,-78.2699,16991.7,Operational,Automatic,13054107,north_america,geoglows,Canada,Continental
St-Lawrence_indian_km0985,Indian,St-lawrence,44.5904,-78.8121,4214.27,Operational,Automatic,13052715,north_america,geoglows,Canada,Continental
St-Lawrence_jacques-Cartier_km0126,Jacques-cartier,St-lawrence,47.0734,-71.4264,3961.22,Operational,Automatic,13043024,north_america,geoglows,Canada,Continental
St-Lawrence_kalamazoo_km2484,Kalamazoo,St-lawrence,42.6439,-86.1213,12020.92,Operational,Automatic,13059210,north_america,geoglows,United States of America,Continental
St-Lawrence_madawaska_km0580,Madawaska,St-lawrence,45.3461,-76.6523,16121.39,Operational,Automatic,13049946,north_america,geoglows,Canada,Continental
St-Lawrence_madawaska_km0644,Madawaska,St-lawrence,45.2383,-77.1696,14014.56,Operational,Automatic,13050475,north_america,geoglows,Canada,Continental
St-Lawrence_magog_km0351,Magog,St-lawrence,45.269,-72.1221,4068.29,Operational,Automatic,13050910,north_america,geoglows,Canada,Continental
St-Lawrence_manistee_km2268,Manistee,St-lawrence,44.2595,-86.2386,8715.76,Operational,Automatic,13053786,north_america,geoglows,United States of America,Continental
St-Lawrence_manistee_km2305,Manistee,St-lawrence,44.2671,-85.9459,7190.55,Operational,Automatic,13053792,north_america,geoglows,United States of America,Continental
St-Lawrence_manistee_km2415,Manistee,St-lawrence,44.485,-85.3881,3267,Operational,Automatic,13053024,north_america,geoglows,United States of America,Continental
St-Lawrence_maple_km2664,Maple,St-lawrence,42.7617,-84.6234,6393.83,Operational,Automatic,13058873,north_america,geoglows,United States of America,Continental
St-Lawrence_maumee_km1401,Maumee,St-lawrence,41.5629,-83.6319,29271.66,Operational,Automatic,13062863,north_america,geoglows,United States of America,Continental
St-Lawrence_maumee_km1427,Maumee,St-lawrence,41.4301,-83.8289,29271.66,Operational,Automatic,13062863,north_america,geoglows,United States of America,Continental
St-Lawrence_maumee_km1532,Maumee,St-lawrence,41.2106,-84.6886,10264.51,Operational,Automatic,13063877,north_america,geoglows,United States of America,Continental
St-Lawrence_menominee_km2300,Menominee,St-lawrence,45.386,-87.8624,19212.14,Operational,Automatic,13049627,north_america,geoglows,United States of America,Continental
St-Lawrence_menominee_km2309,Menominee,St-lawrence,45.4504,-87.8371,17214.61,Operational,Automatic,13049343,north_america,geoglows,United States of America,Continental
St-Lawrence_menominee_km2321,Menominee,St-lawrence,45.5399,-87.8052,17214.61,Operational,Automatic,13049343,north_america,geoglows,United States of America,Continental
St-Lawrence_menominee_km2335,Menominee,St-lawrence,45.6089,-87.7774,17214.61,Operational,Automatic,13049343,north_america,geoglows,United States of America,Continental
St-Lawrence_menominee_km2408,Menominee,St-lawrence,45.9265,-88.1271,9882,Operational,Automatic,13047755,north_america,geoglows,United States of America,Continental
St-Lawrence_michipicoten-Trib-02_km2232,Michipicoten-trib-02,St-lawrence,47.9754,-84.5062,4607.16,Operational,Automatic,13039581,north_america,geoglows,Canada,Continental
St-Lawrence_millhaven-Creek-Trib-03_km0716,Millhaven-creek-trib-03,St-lawrence,44.2776,-77.3611,5093.61,Operational,Automatic,13053829,north_america,geoglows,Canada,Continental
St-Lawrence_millhaven-Creek-Trib-04_km0714,Millhaven-creek-trib-04,St-lawrence,44.1114,-77.5903,26037.1,Operational,Automatic,13054344,north_america,geoglows,Canada,Continental
St-Lawrence_missisquoi_km0397,Missisquoi,St-lawrence,44.9201,-73.0761,4390.19,Operational,Automatic,13051400,north_america,geoglows,United States of America,Continental
St-Lawrence_mississagi-Trib-05_km2065,Mississagi-trib-05,St-lawrence,46.9039,-83.0646,4617.21,Operational,Automatic,13043733,north_america,geoglows,Canada,Continental
St-Lawrence_mississagi-Trib-07_km2067,Mississagi-trib-07,St-lawrence,46.9111,-83.0456,4617.21,Operational,Automatic,13043733,north_america,geoglows,Canada,Continental
St-Lawrence_mississippi_km0613,Mississippi,St-lawrence,45.0526,-76.2486,4298.29,Operational,Automatic,13051099,north_america,geoglows,Canada,Continental
St-Lawrence_montreal_km0963,Montreal,St-lawrence,47.2617,-79.6461,17190.49,Operational,Automatic,13042658,north_america,geoglows,Canada,Continental
St-Lawrence_montreal_km1109,Montreal,St-lawrence,47.9289,-80.6541,4402.51,Operational,Automatic,13039676,north_america,geoglows,Canada,Continental
St-Lawrence_montreal_km1128,Montreal,St-lawrence,48.023,-80.7436,3819.54,Operational,Automatic,13039367,north_america,geoglows,Canada,Continental
St-Lawrence_muskegon_km2440,Muskegon,St-lawrence,43.3681,-85.9126,12396.34,Operational,Automatic,13057012,north_america,geoglows,United States of America,Continental
St-Lawrence_muskegon_km2509,Muskegon,St-lawrence,43.5761,-85.5216,9678.78,Operational,Automatic,13056591,north_america,geoglows,United States of America,Continental
St-Lawrence_muskegon_km2606,Muskegon,St-lawrence,43.9601,-85.1241,6513.57,Operational,Automatic,13054885,north_america,geoglows,United States of America,Continental
St-Lawrence_muskrat_km0639,Muskrat,St-lawrence,45.8681,-76.9323,144061.18,Operational,Automatic,13047940,north_america,geoglows,Canada,Continental
St-Lawrence_muskrat_km0651,Muskrat,St-lawrence,45.7876,-76.9586,144061.18,Operational,Automatic,13047940,north_america,geoglows,Canada,Continental
St-Lawrence_muskrat_km0654,Muskrat,St-lawrence,45.7877,-76.9956,144061.18,Operational,Automatic,13047940,north_america,geoglows,Canada,Continental
St-Lawrence_noire_km0265,Noire,St-lawrence,45.4883,-72.8626,3663.57,Operational,Automatic,13049141,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa_km1137,Ottawa,St-lawrence,47.8992,-78.4516,28898.65,Operational,Automatic,13040068,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa_km1248,Ottawa,St-lawrence,47.7521,-77.7762,23795.37,Operational,Automatic,13040560,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa_km1259,Ottawa,St-lawrence,47.7046,-77.758,21998.31,Operational,Automatic,13040561,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-River_km0377,Ottawa-river,St-lawrence,45.6149,-74.5929,307295.09,Operational,Automatic,13049027,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-River_km0385,Ottawa-river,St-lawrence,45.6344,-74.6771,306300.43,Operational,Automatic,13048570,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-River_km0418,Ottawa-river,St-lawrence,45.5911,-75.0544,288633.38,Operational,Automatic,13048777,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-River_km0427,Ottawa-river,St-lawrence,45.5781,-75.1664,280680.58,Operational,Automatic,13048818,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-River_km0456,Ottawa-river,St-lawrence,45.5104,-75.4869,258634.58,Operational,Automatic,13049130,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-River_km0553,Ottawa-river,St-lawrence,45.487,-76.4201,170278.9,Operational,Automatic,13049237,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-Trib-06_km1141,Ottawa-trib-06,St-lawrence,48.0935,-78.8421,8949.83,Operational,Automatic,13039441,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-Trib-06_km1142,Ottawa-trib-06,St-lawrence,48.0964,-78.8504,8228.33,Operational,Automatic,13039052,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-Trib-06_km1153,Ottawa-trib-06,St-lawrence,48.1749,-78.8849,6895.58,Operational,Automatic,13038895,north_america,geoglows,Canada,Continental
St-Lawrence_ottawa-Trib-06_km1168,Ottawa-trib-06,St-lawrence,48.2409,-78.9139,6511.73,Operational,Automatic,13038581,north_america,geoglows,Canada,Continental
St-Lawrence_petawawa-Trib-02_km0696,Petawawa-trib-02,St-lawrence,45.8844,-77.3859,1192.07,Operational,Automatic,13047518,north_america,geoglows,Canada,Continental
St-Lawrence_racquette-Trib-01_km0546,Racquette-trib-01,St-lawrence,44.2301,-74.5379,4141.05,Operational,Automatic,13053881,north_america,geoglows,United States of America,Continental
St-Lawrence_richelieu_km0241,Richelieu,St-lawrence,45.6471,-73.1993,45623.02,Operational,Automatic,13048502,north_america,geoglows,Canada,Continental
St-Lawrence_richelieu_km0245,Richelieu,St-lawrence,45.6091,-73.1869,45284.21,Operational,Automatic,13049151,north_america,geoglows,Canada,Continental
St-Lawrence_richelieu_km0298,Richelieu,St-lawrence,45.1731,-73.2571,42951.77,Operational,Automatic,13050934,north_america,geoglows,Canada,Continental
St-Lawrence_saginaw_km1831,Saginaw,St-lawrence,43.5294,-83.8836,28538.91,Operational,Automatic,13056802,north_america,geoglows,United States of America,Continental
St-Lawrence_saint-Francois_km0203,Saint-francois,St-lawrence,46.0095,-72.6611,19990.81,Operational,Automatic,13048100,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Francois_km0242,Saint-francois,St-lawrence,45.8158,-72.3316,19990.81,Operational,Automatic,13048100,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Francois_km0256,Saint-francois,St-lawrence,45.7994,-72.2791,19990.81,Operational,Automatic,13048100,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Francois_km0310,Saint-francois,St-lawrence,45.473,-71.9336,16489.12,Operational,Automatic,13049448,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Francois_km0402,Saint-francois,St-lawrence,45.777,-71.3814,3608.74,Operational,Automatic,13048211,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Francois_km0405,Saint-francois,St-lawrence,45.7939,-71.3571,3047.19,Operational,Automatic,13047925,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Louis_km0494,Saint-louis,St-lawrence,44.6214,-75.6191,1550117.81,Operational,Automatic,13053071,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Louis_km1490,Saint-louis,St-lawrence,42.8851,-82.4718,1199122.35,Operational,Automatic,13058618,north_america,geoglows,United States of America,Continental
St-Lawrence_saint-Maurice_km0269,Saint-maurice,St-lawrence,47.2194,-72.8856,72881.67,Operational,Automatic,13042400,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Maurice_km0330,Saint-maurice,St-lawrence,47.6586,-72.9374,56203.83,Operational,Automatic,13040749,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Maurice_km0429,Saint-maurice,St-lawrence,47.8816,-73.6244,39404.17,Operational,Automatic,13040138,north_america,geoglows,Canada,Continental
St-Lawrence_saint-Maurice_km0444,Saint-maurice,St-lawrence,47.8969,-73.7764,38487.02,Operational,Automatic,13039863,north_america,geoglows,Canada,Continental
St-Lawrence_saugeen_km1802,Saugeen,St-lawrence,44.2941,-81.2634,4879.56,Operational,Automatic,13053729,north_america,geoglows,Canada,Continental
St-Lawrence_seneca_km0742,Seneca,St-lawrence,43.1086,-76.4711,14966.74,Operational,Automatic,13057790,north_america,geoglows,United States of America,Continental
St-Lawrence_seneca_km0752,Seneca,St-lawrence,43.0717,-76.5606,14199.02,Operational,Automatic,13057814,north_america,geoglows,United States of America,Continental
St-Lawrence_seneca-Trib-02_km0793,Seneca-trib-02,St-lawrence,42.903,-76.8634,3833.76,Operational,Automatic,13058745,north_america,geoglows,United States of America,Continental
St-Lawrence_shiawassee_km1857,Shiawassee,St-lawrence,43.3614,-84.0386,12143.58,Operational,Automatic,13056884,north_america,geoglows,United States of America,Continental
St-Lawrence_spanish-Trib-01_km2069,Spanish-trib-01,St-lawrence,46.3604,-81.8729,13564.16,Operational,Automatic,13045732,north_america,geoglows,Canada,Continental
St-Lawrence_st-Joseph_km2565,St-joseph,St-lawrence,41.9284,-86.3399,18519.01,Operational,Automatic,13061691,north_america,geoglows,United States of America,Continental
St-Lawrence_thames_km1454,Thames,St-lawrence,42.3184,-82.4374,10373.76,Operational,Automatic,13060242,north_america,geoglows,Canada,Continental
St-Lawrence_thames_km1470,Thames,St-lawrence,42.3671,-82.2831,10373.76,Operational,Automatic,13060242,north_america,geoglows,Canada,Continental
St-Lawrence_trenche_km0344,Trenche,St-lawrence,47.7701,-72.8889,6653.74,Operational,Automatic,13040313,north_america,geoglows,Canada,Continental
St-Lawrence_trenche_km0352,Trenche,St-lawrence,47.8323,-72.8679,6653.74,Operational,Automatic,13040313,north_america,geoglows,Canada,Continental
St-Lawrence_winooski_km0473,Winooski,St-lawrence,44.3034,-72.6962,726.04,Operational,Automatic,13054267,north_america,geoglows,United States of America,Continental
St-Marys_st-Marys_km0050,St-marys,St-marys,30.7849,-81.7925,3715.06,Operational,Automatic,13081947,north_america,geoglows,United States of America,Temperate
Stikine_chutine_km0192,Chutine,Stikine,57.7083,-131.8424,1318.49,Operational,Automatic,13002933,north_america,geoglows,Canada,Continental
Stikine_chutine_km0204,Chutine,Stikine,57.701,-131.9891,4866.02,Operational,Automatic,13002702,north_america,geoglows,Canada,Continental
Stikine_stikine_km0053,Stikine,Stikine,56.8246,-131.7684,139660.7,Operational,Automatic,13004794,north_america,geoglows,Canada,Continental
Stikine_stikine_km0107,Stikine,Stikine,57.2164,-131.8121,133159.72,Operational,Automatic,13003820,north_america,geoglows,Canada,Continental
Susquehanna_chemung_km0471,Chemung,Susquehanna,41.961,-76.5321,12215.69,Operational,Automatic,13061423,north_america,geoglows,United States of America,Continental
Susquehanna_chemung_km0519,Chemung,Susquehanna,42.0911,-76.9059,10133.39,Operational,Automatic,13060961,north_america,geoglows,United States of America,Continental
Susquehanna_chemung_km0538,Chemung,Susquehanna,42.1484,-77.0659,9490.49,Operational,Automatic,13060709,north_america,geoglows,United States of America,Continental
Susquehanna_juniata_km0140,Juniata,Susquehanna,40.3914,-77.0224,106926.5,Operational,Automatic,13065680,north_america,geoglows,United States of America,Continental
Susquehanna_juniata_km0200,Juniata,Susquehanna,40.594,-77.4176,12477.25,Operational,Automatic,13065174,north_america,geoglows,United States of America,Continental
Susquehanna_juniata_km0206,Juniata,Susquehanna,40.6036,-77.4731,12477.25,Operational,Automatic,13065174,north_america,geoglows,United States of America,Continental
Susquehanna_juniata_km0270,Juniata,Susquehanna,40.3684,-77.8601,9197.97,Operational,Automatic,13065739,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0214,North-branch-susquehanna,Susquehanna,40.9229,-76.718,53049.35,Operational,Automatic,13064418,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0221,North-branch-susquehanna,Susquehanna,40.958,-76.6571,53049.35,Operational,Automatic,13064418,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0265,North-branch-susquehanna,Susquehanna,41.0555,-76.2211,48537.57,Operational,Automatic,13063949,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0391,North-branch-susquehanna,Susquehanna,41.6164,-76.1354,40696.06,Operational,Automatic,13062335,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0451,North-branch-susquehanna,Susquehanna,41.8053,-76.4784,35911.77,Operational,Automatic,13061793,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0459,North-branch-susquehanna,Susquehanna,41.8611,-76.5003,35911.77,Operational,Automatic,13061793,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0461,North-branch-susquehanna,Susquehanna,41.8836,-76.5145,35911.77,Operational,Automatic,13061793,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0465,North-branch-susquehanna,Susquehanna,41.9174,-76.5169,35911.77,Operational,Automatic,13061793,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0476,North-branch-susquehanna,Susquehanna,41.9959,-76.4747,22652.86,Operational,Automatic,13061264,north_america,geoglows,United States of America,Continental
Susquehanna_north-Branch-Susquehanna_km0522,North-branch-susquehanna,Susquehanna,42.0754,-76.1056,19661.61,Operational,Automatic,13060993,north_america,geoglows,United States of America,Continental
Susquehanna_raystown-Branch-Juniata_km0363,Raystown-branch-juniata,Susquehanna,40.1551,-78.2583,3653.13,Operational,Automatic,13066291,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0019,Susquehanna,Susquehanna,39.7049,-76.2278,175.75,Operational,Automatic,13067392,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0027,Susquehanna,Susquehanna,39.7664,-76.2601,123875.44,Operational,Automatic,13067346,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0031,Susquehanna,Susquehanna,39.7884,-76.2859,123875.44,Operational,Automatic,13067346,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0116,Susquehanna,Susquehanna,40.2519,-76.8894,111070.57,Operational,Automatic,13066079,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0150,Susquehanna,Susquehanna,40.4561,-76.9554,91395.37,Operational,Automatic,13065593,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0160,Susquehanna,Susquehanna,40.5306,-76.9759,91153.13,Operational,Automatic,13065409,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0163,Susquehanna,Susquehanna,40.5546,-76.9814,90539.79,Operational,Automatic,13065292,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0170,Susquehanna,Susquehanna,40.6081,-76.9455,90539.79,Operational,Automatic,13065292,north_america,geoglows,United States of America,Continental
Susquehanna_susquehanna_km0190,Susquehanna,Susquehanna,40.7566,-76.8536,87469.34,Operational,Automatic,13064700,north_america,geoglows,United States of America,Continental
