Folder,Data_Source,Code,Name,Latitude,Longitude,COMID_v1,COMID_v2,Bias Corrected,Corrected Variability,Corrected Correlation,Corrected KGE
North_America,USA,8175800,Guadalupe Rv at Cuero - TX,29.090531,-97.329713,927597,770517204,0.555389872,2.245634192,0.555351602,-0.395347593
North_America,USA,8176500,Guadalupe Rv at Victoria - TX,28.793046,-97.013043,928285,770497455,0.643928411,1.687384127,0.552731466,0.10594572
North_America,USA,8176900,Coleto Ck at Arnold Rd nr Schroeder - TX,28.861653,-97.226379,928324,770493293,0.451837869,2.500803659,0.430029192,-0.6963962
North_America,USA,8177300,Perdido Ck at FM 622 nr Fannin - TX,28.751656,-97.317214,928392,770342496,0.555340871,1.205545759,0.118120466,-0.008802415
North_America,USA,8177500,Coleto Ck nr Victoria - TX,28.731103,-97.1386,928408,770419457,0.630939734,1.857174734,0.439394533,-0.088683836
North_America,USA,8177700,Olmos Ck at Dresden Dr - San Antonio - TX,29.499119,-98.510296,926727,770378870,0.816219812,1.332128085,0.002316882,-0.067452962
North_America,USA,8178000,San Antonio Rv at San Antonio - TX,29.409678,-98.495017,926727,770451672,0.90355958,1.520262695,0.238401303,0.072634591
North_America,USA,8178565,San Antonio Rv at Loop 410 at San Antonio - TX,29.322181,-98.450293,926993,770405916,0.648267606,1.455695729,0.247874792,0.052864
North_America,USA,8178700,Salado Ck at Loop 410 at San Antonio - TX,29.516063,-98.431127,926873,770404869,0.740290611,2.267392608,0.449472496,-0.405992006
North_America,USA,8178800,Salado Ck at Loop 13 at San Antonio - TX,29.35718,-98.412793,926873,770441274,0.792533507,1.581861356,0.378387477,0.123639851
North_America,USA,8178880,Medina Rv at Bandera - TX,29.723835,-99.070035,925820,770520302,0.654736945,1.746805056,0.331908794,-0.059844437
North_America,USA,8180500,Medina Rv nr Riomedina - TX,29.498,-98.9055,926599,770474550,0.579473141,1.669354962,0.334698247,-0.033201494
North_America,USA,8180700,Medina Rv nr Macdona - TX,29.334958,-98.689744,926986,770492236,0.223773577,4.179639807,0.402932544,-2.327029653
North_America,USA,8180720,Medina Rv nr Von Ormy - TX,29.295237,-98.642243,926986,770531757,0.653880577,1.524485172,0.396042521,0.128422128
North_America,USA,8180800,Medina Rv nr Somerset - TX,29.262183,-98.581407,927068,770490158,0.767510498,1.521573761,0.415366568,0.182756581
North_America,USA,8181400,Helotes Ck at Helotes - TX,29.578561,-98.69169,926446,770344547,0.129102336,7.29776099,0.298238211,-5.39630564
North_America,USA,8181480,Leon Ck at IH 35 at San Antonio - TX,29.329958,-98.584186,927026,770509915,0.46290039,2.424248043,0.451737439,-0.617884519
North_America,USA,8181500,Medina Rv at San Antonio - TX,29.264128,-98.490849,927131,770525519,0.465220672,2.394850352,0.422806436,-0.601483326
North_America,USA,8181800,San Antonio Rv nr Elmendorf - TX,29.222185,-98.355846,927181,770531760,0.481218921,2.437724217,0.440023277,-0.627807932
North_America,USA,8183200,San Antonio Rv nr Floresville - TX,29.11,-98.174444,927438,770502643,0.580199421,1.700390688,0.549630704,0.06747003
North_America,USA,8183500,San Antonio Rv nr Falls City - TX,28.951641,-98.064172,927864,770467289,0.319439147,3.453292927,0.583397862,-1.579799721
North_America,USA,8183890,Cibolo Ck at Cibolo Nature Cntr nr Boerne - TX,29.782222,-98.713333,925685,770420461,0.799580036,1.248782097,0.376453453,0.29937814
North_America,USA,8183900,Cibolo Ck nr Boerne - TX,29.774109,-98.697525,925685,770422541,0.407976324,2.327042864,0.166006126,-0.675434444
North_America,USA,8185000,Cibolo Ck at Selma - TX,29.594117,-98.311124,926486,770479747,0.278530322,4.242622195,0.432131738,-2.370102604
North_America,USA,8185065,Cibolo Ck nr Saint Hedwig - TX,29.501444,-98.18625,926486,770444390,0.871942568,2.795545418,0.25781938,-0.947104036
North_America,USA,8185100,Martinez Ck nr Saint Hedwig - TX,29.443889,-98.168889,926573,770471432,0.682055444,1.405864809,0.396559326,0.206302557
North_America,USA,8185500,Cibolo Ck at Sutherland Springs - TX,29.279722,-98.053333,927072,770481838,0.815382273,1.416880392,0.423474248,0.264979654
North_America,USA,8186000,Cibolo Ck nr Falls City - TX,29.014139,-97.930281,927840,770461047,0.337301014,3.114115388,0.431824895,-1.287242176
North_America,USA,8186500,Ecleto Ck nr Runge - TX,28.920254,-97.772222,928017,770448570,0.356489223,2.724121416,0.537080709,-0.897628795
North_America,USA,8188500,San Antonio Rv at Goliad - TX,28.649715,-97.384715,928600,770434020,0.46676084,2.425517067,0.628034616,-0.566780507
North_America,USA,8188570,San Antonio Rv nr McFaddin - TX,28.53125,-97.042694,928917,770453784,0.679589196,1.58547323,0.532456779,0.185114333
North_America,USA,8188800,Guadalupe Rv nr Tivoli - TX,28.505834,-96.884708,928934,770423625,0.647835671,1.557397534,0.574096466,0.215076089
North_America,USA,8189200,Copano Ck nr Refugio - TX,28.303617,-97.112491,929507,770392433,0.580484692,1.594788635,0.459278363,0.093277053
North_America,USA,8189300,Medio Ck nr Beeville - TX,28.483052,-97.656663,929262,770377865,0.73298411,1.399187295,0.194932815,0.06256672
North_America,USA,8189500,Mission Rv at Refugio - TX,28.291951,-97.279159,929474,770414271,0.271763089,3.715804522,0.546496199,-1.848085128
North_America,USA,8189700,Aransas Rv nr Skidmore - TX,28.282504,-97.620829,929376,770384113,0.208495036,4.777300104,0.472667896,-2.895196443
North_America,USA,8190000,Nueces Rv at Laguna - TX,29.428567,-99.997287,926707,770498473,0.325694856,2.484578892,0.171990847,-0.828732094
North_America,USA,8190500,W Nueces Rv nr Brackettville - TX,29.472731,-100.236463,926566,770474551,0.341779285,3.75652865,0.192431851,-1.946840854
North_America,USA,8192000,Nueces Rv bl Uvalde - TX,29.123853,-99.894782,927822,770495363,0.162415408,6.373702297,0.252765163,-4.489679793
North_America,USA,8193000,Nueces Rv nr Asherton - TX,28.500263,-99.681993,928893,770410105,0.25569488,3.293821343,0.24807425,-1.526063894
North_America,USA,8194000,Nueces Rv at Cotulla - TX,28.426379,-99.240032,929131,770425708,0.549036497,1.566525769,0.276934571,-0.023300123
North_America,USA,8194200,San Casimiro Ck nr Freer - TX,27.965013,-98.966968,930027,770461079,0.644215753,1.75813774,0.370101602,-0.047915672
North_America,USA,8194500,Nueces Rv nr Tilden - TX,28.308889,-98.557238,929403,770439232,0.289846799,3.037277727,0.388904757,-1.242377198
North_America,USA,8195000,Frio Rv at Concan - TX,29.488565,-99.704776,926978,770458951,0.775644691,2.496904906,0.216758681,-0.704267164
North_America,USA,8196000,Dry Frio Rv nr Reagan Wells - TX,29.504676,-99.781445,926628,770435030,0.715949554,1.416596024,0.323859273,0.156552796
North_America,USA,8197500,Frio Rv bl Dry Frio Rv nr Uvalde - TX,29.245793,-99.674498,927458,770468318,0.492439124,2.694770059,0.226180405,-0.930973941
North_America,USA,8198000,Sabinal Rv nr Sabinal - TX,29.491064,-99.492824,927064,770445431,0.555865117,2.268134706,0.24950048,-0.539048718
North_America,USA,8198500,Sabinal Rv at Sabinal - TX,29.314306,-99.480472,927064,770457916,0.643413062,1.834388218,0.294870289,-0.149158758
North_America,USA,8200000,Hondo Ck nr Tarpley - TX,29.569673,-99.246706,926808,770470388,0.119258981,6.771087092,0.215745367,-4.890348572
North_America,USA,8200700,Hondo Ck at King Waterhole nr Hondo - TX,29.390789,-99.151425,926808,770470393,0.66024466,1.684570105,0.214928174,-0.095631184
North_America,USA,8200720,Hondo Ck at SH 173 nr Hondo - TX,29.376111,-99.116667,926808,770443356,0.265442973,2.388065819,0.300177098,-0.71931755
North_America,USA,8200977,Middle Verde Ck at SH 173 nr Bandera - TX,29.567778,-99.096944,926483,770342467,0.912452399,0.720242714,0.244998979,0.190089348
North_America,USA,8201500,Seco Ck at Miller Ranch nr Utopia - TX,29.573284,-99.4031,926454,770444388,0.605189445,1.208337949,0.227586633,0.10786633
North_America,USA,8202700,Seco Ck at Rowe Ranch nr D'Hanis - TX,29.370789,-99.287819,926979,770440234,0.93771239,0.842836495,0.296622517,0.276591404
North_America,USA,8204005,Leona Rv nr Uvalde - TX,29.154408,-99.743389,927613,770392402,0.085434058,6.866603528,0.112619258,-5.003408398
North_America,USA,8205500,Frio Rv nr Derby - TX,28.736644,-99.144756,928416,770443377,0.247116091,3.555533165,0.53325356,-1.704706301
North_America,USA,8206600,Frio Rv at Tilden - TX,28.467493,-98.547517,928943,770402826,0.35970154,2.638233064,0.460712666,-0.839733817
North_America,USA,8206700,San Miguel Ck nr Tilden - TX,28.587488,-98.545851,928679,770400742,0.249138638,4.220536107,0.553690221,-2.336890471
North_America,USA,8206910,Choke Canyon Res OWC nr Three Rivers - TX,28.486103,-98.241675,928926,770411146,0.685815112,1.522530816,0.488288316,0.204010399
North_America,USA,8207500,Atascosa Rv nr McCoy - TX,28.864977,-98.338345,928240,770447532,0.725401123,1.387388064,0.565174889,0.356146808
North_America,USA,8208000,Atascosa Rv at Whitsett - TX,28.622209,-98.281399,928612,770399701,0.186064589,5.32109979,0.502980348,-3.425090144
North_America,USA,8210000,Nueces Rv nr Three Rivers - TX,28.427495,-98.178063,929056,770460027,0.371755778,2.715901335,0.510202646,-0.891800635
North_America,USA,8210400,Lagarto Ck nr George West - TX,28.059735,-98.096948,929917,770413241,0.922149739,0.864256927,0.259021644,0.242678557
North_America,USA,8211000,Nueces Rv nr Mathis - TX,28.038347,-97.860277,929883,770440281,0.442349688,2.266088726,0.431288479,-0.495789867
North_America,USA,8211500,Nueces Rv at Calallen - TX,27.883077,-97.625273,930206,770437167,0.801841594,1.524386093,0.341138264,0.134929878
North_America,USA,8211520,Oso Ck at Corpus Christi - TX,27.711419,-97.501938,930538,770403892,0.714835004,1.441300876,0.472008851,0.255124043
North_America,USA,8211900,San Fernando Ck at Alice - TX,27.772526,-98.033613,930512,770433010,0.27456032,3.723732812,0.338495097,-1.895267155
North_America,USA,8212400,LOS OLMOS CREEK NR FALFURRIAS - TX,27.264486,-98.135838,931573,770278068,0.523178713,1.360513503,0.167135863,-0.025178617
North_America,USA,8376300,Sanderson Ck at Sanderson - TX,30.12852,-102.384865,925053,770526528,0.937024344,1.970904618,0.092897871,-0.330208999
North_America,USA,8431700,Limpia Ck abv Ft Davis - TX,30.613486,-104.001573,923217,770531712,0.840193286,1.009902625,0.309108845,0.290798452
North_America,USA,8433000,Barrilla Draw nr Saragosa - TX,30.957927,-103.459619,922822,770608661,0.958528399,0.974041892,0.15650384,0.155086106
North_America,USA,8447020,Independence Ck nr Sheffield - TX,30.452122,-101.733179,923693,770602437,0.780843521,1.143662057,0.007510545,-0.02650069
North_America,USA,9183500,MILL CREEK AT SHELEY TUNNEL - NEAR MOAB - UT.,38.48304,-109.404004,904414,710684777,0.867739924,1.080324952,-0.001766686,-0.013647532
North_America,USA,9277500,DUCHESNE RIVER NEAR TABIONA - UT,40.30023,-110.602381,902176,710853324,0.897686332,0.846426219,0.200790172,0.17976263
North_America,USA,9288180,STRAWBERRY RIVER NEAR DUCHESNE - UTAH,40.154679,-110.554879,902381,710898963,0.914844984,1.289198336,0.135906409,0.084825269
North_America,USA,9292000,YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH - UT,40.546337,-110.333771,901997,710785854,0.980351593,0.968783125,0.648358916,0.646429632
North_America,USA,9296800,UINTA R BLW POWERPLANT DIVERSION - NR NEOLA - UT,40.59134,-110.114323,901878,710823549,0.950123602,0.798378291,-0.029333266,-0.050079017
North_America,USA,9299500,WHITEROCKS RIVER NEAR WHITEROCKS - UT,40.593565,-109.932374,902005,710797757,0.973865486,1.172116966,0.763190199,0.7060848
North_America,USA,9301500,UINTA RIVER AT RANDLETT - UT,40.233572,-109.803755,902279,710930703,0.975755049,0.919475368,0.563699253,0.55566862
North_America,USA,9337500,ESCALANTE RIVER NEAR ESCALANTE - UT,37.778044,-111.574618,905398,710710605,0.806258697,1.525055436,0.315605192,0.115909984
North_America,USA,9404900,EAST FORK VIRGIN RIVER NEAR SPRINGDALE - UT,37.16415,-112.95855,906478,710837612,0.930942023,1.246752273,0.316480105,0.270030729
North_America,USA,9405500,NORTH FORK VIRGIN RIVER NEAR SPRINGDALE - UT,37.209705,-112.978551,906468,710724521,0.646533494,1.87372893,0.713480188,0.014893702
North_America,USA,9406000,VIRGIN RIVER AT VIRGIN - UT,37.204149,-113.180779,906410,710793962,0.957775249,1.279555007,0.684099977,0.576058074
North_America,USA,9409100,SANTA CLARA RIVER ABV BAKER RES - NR CENTRAL - UT,37.3847,-113.63191,906135,710718560,0.555485802,1.985315159,0.284063818,-0.296535172
North_America,USA,9413200,VIRGIN RIVER NEAR BLOOMINGTON - UT,37.070537,-113.582734,906745,710774129,0.393862801,2.071308279,0.082159938,-0.535426362
North_America,USA,9413500,VIRGIN RIVER NEAR ST. GEORGE - UT,37.014424,-113.680516,906877,710839604,0.92871132,1.301905872,0.556942305,0.459140173
North_America,USA,10105900,LITTLE BEAR RIVER AT PARADISE - UT,41.57549,-111.85522,13062529,710690571,0.955656531,1.102013646,0.748643408,0.72513046
North_America,USA,10113500,BLACKSMITH FORK AB U.P.&L. CO - S DAM NR HYRUM - UT,41.623545,-111.738829,13062281,710585416,0.960076578,1.038312826,0.640066607,0.635838223
North_America,USA,10129500,WEBER RIVER NEAR WANSHIP - UT,40.792726,-111.404918,13064884,710857267,0.958451931,1.276289312,0.575583895,0.491874961
North_America,USA,10130500,WEBER RIVER NEAR COALVILLE - UT,40.895225,-111.401863,13064539,710952492,0.907609666,0.861218445,0.213311507,0.195838897
North_America,USA,10132500,LOST CREEK NEAR CROYDEN - UTAH,41.176333,-111.406309,13063928,710680671,0.884049568,1.629745683,0.431177021,0.143504986
North_America,USA,10133600,MCLEOD CREEK NEAR PARK CITY - UT,40.68745,-111.533532,13064762,710684665,0.987570628,0.948417308,0.692378291,0.687835974
North_America,USA,10133650,E CANYON CR BL I-80 REST STOP NR PARK CITY - UT,40.723838,-111.519644,13064762,710712438,0.963552649,1.059302535,0.497179854,0.492384694
North_America,USA,10136500,WEBER RIVER AT GATEWAY - UT,41.136888,-111.832438,13063710,710934625,0.981601058,0.941211218,0.730061459,0.723121944
North_America,USA,10137500,SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE - UTAH,41.268552,-111.6741,13063380,710748122,0.917833678,1.046063178,0.830877644,0.806414122
North_America,USA,10140100,OGDEN RIVER BL PINEVIEW RES NR HUNTSVILLE - UT,41.254387,-111.855773,13063397,710881051,0.878002552,1.127103383,0.550945112,0.51762158
North_America,USA,10141000,WEBER RIVER NEAR PLAIN CITY - UT,41.278277,-112.091887,13063539,710865178,0.96160352,1.092771646,0.310835304,0.303559876
North_America,USA,10143500,CENTERVILLE CREEK ABV. DIV NEAR CENTERVILLE - UT,40.916334,-111.862993,13064215,0,0.807724869,1.234289416,0.703846221,0.57624498
North_America,USA,10146400,CURRANT CREEK NEAR MONA - UT,39.802454,-111.862991,13067205,710819622,0.904592759,1.345080152,0.396480997,0.298274954
North_America,USA,10149000,SIXTH WATER CRK AB SYAR TUN NR SPRINGVILLE - UT,40.118012,-111.314622,13066443,710652949,0.947974741,1.366954084,0.125277257,0.04999905
North_America,USA,10150500,SPANISH FORK AT CASTILLA - UT,40.049678,-111.547971,13066602,710837465,0.936396793,1.085716736,0.639038217,0.623587812
North_America,USA,10155200,PROVO RIV AT RIV ROAD BRIDGE NR HEBER CITY - UT,40.554398,-111.433243,13065363,710841406,0.914108214,0.814874618,0.429481812,0.394079371
North_America,USA,10156000,SNAKE CREEK NEAR CHARLESTON - UT,40.48523,-111.46713,13065416,710764034,0.970948931,1.305630057,0.028676873,-0.018686563
North_America,USA,10157500,DANIELS CREEK AT CHARLESTON - UT,40.46079,-111.47269,13065566,710764036,0.880594018,1.280587948,0.359090652,0.290244988
North_America,USA,10183500,SEVIER RIVER NEAR KINGSTON - UT,38.20609,-112.207702,13071597,710906999,0.812394799,1.31691828,0.54033252,0.410994822
North_America,USA,10189000,EAST FORK SEVIER RIVER NEAR KINGSTON - UT,38.19637,-112.147701,13071121,710891127,0.680162941,2.153074702,0.154916672,-0.464937829
North_America,USA,10194200,CLEAR CREEK ABOVE DIVERSIONS - NEAR SEVIER - UT,38.579139,-112.290207,13070150,710716516,0.689520828,1.971444638,0.475315589,-0.146907028
North_America,USA,10215900,MANTI CREEK BELOW DUGWAY CREEK - NEAR MANTI - UT,39.259129,-111.579916,13068510,710684737,0.913470383,1.059849583,0.552852961,0.540641947
North_America,USA,11109000,SANTA CLARA R NR PIRU CA,34.403608,-118.739258,912508,710508409,0.226011116,4.226034378,0.06754942,-2.446131264
North_America,USA,11125600,HILTON CYN C NR SANTA YNEZ CA,34.58221,-119.98264,912026,710641328,0.791889815,1.088219444,0.195419987,0.164271865
North_America,USA,11126000,SANTA YNEZ R NR SANTA YNEZ CA,34.589155,-119.988753,912026,710643312,0.852768793,1.295702154,0.081291671,0.023710194
North_America,USA,11389000,SACRAMENTO R A BUTTE CITY CA,39.457663,-121.994142,903260,710879159,1.011227671,1.215346552,0.87397652,0.75023588
North_America,USA,11451300,NF CACHE C NR CLEARLAKE OAKS CA,39.080449,-122.53637,903675,710851402,0.878817294,1.095472673,0.225310672,0.210098845
North_America,USA,11456000,NAPA RIVER NEAR ST. HELENA CALIF,38.511297,-122.455813,904464,710662951,0.967933457,1.224650636,0.82062895,0.710742079
North_America,USA,12010000,NASELLE RIVER NEAR NASELLE - WA,46.373994,-123.743482,13045632,720162128,0.978006871,1.069649152,0.743162033,0.732978572
North_America,USA,12020000,CHEHALIS RIVER NEAR DOTY - WA,46.617324,-123.277644,13045311,720166078,1.123222266,0.809579031,-0.060817297,-0.084793626
North_America,USA,12020800,SOUTH FORK CHEHALIS RIVER NEAR WILDWOOD - WA,46.44483,-123.08374,13045340,720160142,0.99945146,1.025953592,0.426521547,0.425934302
North_America,USA,12024000,SOUTH FORK NEWAUKUM RIVER NEAR ONALASKA - WA,46.57566,-122.68512,13044880,720168060,0.999795024,1.007917613,0.331935898,0.33188895
North_America,USA,12024400,NF NEWAUKUM RIVER ABOVE BEAR CREEK NEAR FOREST - WA,46.66733,-122.77012,13044704,720108532,0.99980058,1.008821046,0.23153481,0.231484158
North_America,USA,12026150,SKOOKUMCHUCK RIVER BL BLDY RUN CR NR CENTRALIA - WA,46.790102,-122.735402,13044188,720177961,1.074399767,0.885238096,-0.043661427,-0.052584816
North_America,USA,12027500,CHEHALIS RIVER NEAR GRAND MOUND - WA,46.775934,-123.035692,13044183,720199787,0.953281016,0.998909654,-0.034261277,-0.035316493
North_America,USA,12031000,CHEHALIS RIVER AT PORTER - WA,46.939264,-123.314319,13043440,720195801,0.991568116,1.005493237,0.213992212,0.213927793
North_America,USA,12035000,SATSOP RIVER NEAR SATSOP - WA,47.000651,-123.494884,13043242,720209680,0.995771994,1.003319634,0.555542851,0.555510345
North_America,USA,12035400,WYNOOCHEE RIVER NEAR GRISDALE - WA,47.380367,-123.609892,13043332,720189801,0.970484734,1.222162112,0.605146345,0.545977353
North_America,USA,12035450,BIG CREEK NEAR GRISDALE - WA,47.374256,-123.636836,13043332,720116392,0.954441531,1.129694656,0.351926885,0.33750846
North_America,USA,12036000,WYNOOCHEE RIVER ABOVE SAVE CREEK NEAR ABERDEEN - WA,47.298978,-123.653223,13043332,720167984,0.991831679,1.016121892,0.844741384,0.843693011
North_America,USA,12037400,WYNOOCHEE RIVER ABOVE BLACK CREEK NR MONTESANO - WA,47.011483,-123.655442,13043332,720203730,0.978187623,0.990164169,0.072597279,0.07228866
North_America,USA,12039005,HUMPTULIPS RIVER BELOW HWY 101 NR HUMPTULIPS - WA,47.231476,-123.974063,13042314,720181882,0.98969889,1.030871806,0.843381377,0.840035709
North_America,USA,12039500,QUINAULT RIVER AT QUINAULT LAKE - WA,47.457586,-123.889345,13041755,720205665,0.979598261,1.052194974,0.881341249,0.868773305
North_America,USA,12040500,QUEETS RIVER NEAR CLEARWATER - WA,47.537859,-124.315746,13041181,720193753,0.985938331,1.03491602,0.776491893,0.773344462
North_America,USA,12041200,HOH RIVER AT US HIGHWAY 101 NEAR FORKS - WA,47.806747,-124.251033,13040395,720231421,0.966758876,1.04364903,0.711915803,0.706737806
North_America,USA,12043000,CALAWAH RIVER NEAR FORKS - WA,47.960077,-124.392987,13039655,720197677,0.996772921,1.064841982,0.69439702,0.687577085
North_America,USA,12043300,HOKO RIVER NEAR SEKIU - WA,48.241464,-124.383833,13038812,720132180,0.940186302,1.092577598,0.735783123,0.713715442
North_America,USA,12044900,ELWHA RIVER ABOVE LAKE MILLS NR PORT ANGELES - WA,47.970089,-123.590745,13040021,720169903,0.958809698,0.961385032,-0.129370039,-0.130780457
North_America,USA,12045500,ELWHA RIVER AT MCDONALD BR NEAR PORT ANGELES - WA,48.054811,-123.583246,13040021,720156005,1.006815651,1.063540513,0.781461808,0.772309879
North_America,USA,12048000,DUNGENESS RIVER NEAR SEQUIM - WA,48.014258,-123.132677,13039506,720193704,1.006100405,1.012696364,0.715050401,0.71470246
North_America,USA,12054000,DUCKABUSH RIVER NEAR BRINNON - WA,47.683981,-123.011551,13040745,720152075,0.960338777,1.063219867,0.756543366,0.745361243
North_America,USA,12056500,NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT - WA,47.514257,-123.329887,13041971,720163996,0.966270338,1.09670234,0.592824404,0.580141692
North_America,USA,12059500,NORTH FORK SKOKOMISH RIVER NEAR POTLATCH - WA,47.329814,-123.243213,13041971,720140205,0.996762213,1.049046274,0.71494936,0.710742524
North_America,USA,12060500,SOUTH FORK SKOKOMISH RIVER NEAR UNION - WA,47.340369,-123.280159,13041970,720173931,0.954251052,1.082036802,0.702466389,0.687991582
North_America,USA,12079000,DESCHUTES RIVER NEAR RAINIER - WA,46.852045,-122.668735,13044021,720185891,0.989460015,1.02064384,0.77252104,0.77134319
North_America,USA,12080010,DESCHUTES RIVER AT E ST BRIDGE AT TUMWATER - WA,47.011763,-122.903195,13044021,720211668,0.999565506,1.031844269,0.868374535,0.864576556
North_America,USA,12082500,NISQUALLY RIVER NEAR NATIONAL - WA,46.752608,-122.083719,13044220,720199790,0.997959673,0.88956702,0.234389486,0.226463275
North_America,USA,12083000,MINERAL CREEK NEAR MINERAL - WA,46.744274,-122.144553,13044313,720146224,0.994595088,1.073446744,0.876728267,0.856404883
North_America,USA,12086500,NISQUALLY RIVER AT LA GRANDE - WA,46.843437,-122.33067,13043975,720181929,0.997542846,0.949717908,0.725901257,0.721316582
North_America,USA,12087000,MASHEL RIVER NEAR LA GRANDE - WA,46.85677,-122.302614,13043818,720170018,0.992433041,0.972083858,0.818507412,0.816217168
North_America,USA,12088000,OHOP CREEK NEAR EATONVILLE - WA,46.880937,-122.279003,13043816,720213663,0.998090801,0.971704422,0.775606076,0.773821049
North_America,USA,12089500,NISQUALLY RIVER AT MCKENNA - WA,46.933432,-122.560956,13043745,720175964,0.976976364,0.978912247,0.800724414,0.79829343
North_America,USA,12090500,CLOVER CREEK NEAR TILLICUM - WA,47.145932,-122.510402,13042580,720179906,1.024539587,0.887465319,-0.021296886,-0.027771169
North_America,USA,12091100,FLETT CREEK AT TACOMA - WA,47.189543,-122.520125,13042580,720160063,0.951973631,1.048749429,-0.018289784,-0.020586656
North_America,USA,12091300,LEACH CREEK NEAR STEILACOOM - WA,47.198154,-122.522625,13042580,720154110,0.99326903,0.966210411,0.411784577,0.410776421
North_America,USA,12091500,CHAMBERS CREEK BL LEACH CREEK NEAR STEILACOOM - WA,47.197598,-122.528736,13042580,720160062,0.992598698,1.028423212,0.773162058,0.771268476
North_America,USA,12092000,PUYALLUP RIVER NEAR ELECTRON - WA,46.903716,-122.035109,13043579,720136285,0.983437992,0.920259777,0.218875744,0.214641543
North_America,USA,12093500,PUYALLUP RIVER NEAR ORTING - WA,47.039269,-122.207893,13043579,720209679,0.998822135,0.90405589,0.591500107,0.580382529
North_America,USA,12094000,CARBON RIVER NEAR FAIRFAX - WA,47.027881,-122.032611,13043198,720166034,0.996209376,0.951580624,0.613649527,0.610608818
North_America,USA,12095000,SOUTH PRAIRIE CREEK AT SOUTH PRAIRIE - WA,47.139546,-122.092614,13042759,720191813,1.000839435,0.922944421,0.34138659,0.336893756
North_America,USA,12096500,PUYALLUP RIVER AT ALDERTON - WA,47.1851,-122.22956,13042626,720209666,0.995594741,0.997477205,0.67136656,0.671327354
North_America,USA,12097500,GREENWATER RIVER AT GREENWATER - WA,47.153441,-121.635654,13042829,720171972,0.992843919,1.004490693,0.80629433,0.80611018
North_America,USA,12098500,WHITE RIVER NEAR BUCKLEY - WA,47.151214,-121.949832,13042614,720185859,1.000006291,0.897983873,0.658094159,0.643199083
North_America,USA,12099200,WHITE RIVER ABOVE BOISE CREEK AT BUCKLEY - WA,47.173889,-122.008056,13042614,720255297,0.997167255,0.805726671,0.667701651,0.615068391
North_America,USA,12099600,BOISE CREEK AT BUCKLEY - WA,47.175935,-122.018445,13042614,0,0.996294767,0.91362007,0.099774976,0.095632644
North_America,USA,12100496,WHITE RIVER NEAR AUBURN - WA,47.265934,-122.229842,13042411,720189815,1.000942498,0.900445125,0.00444023,-0.00052552
North_America,USA,12100500,WHITE RIVER NEAR SUMNER - WA,47.250101,-122.243731,13042411,720189815,0.999414701,0.962335332,0.766292956,0.763276634
North_America,USA,12101500,PUYALLUP RIVER AT PUYALLUP - WA,47.208434,-122.327065,13042439,720197758,1.002463457,0.987217502,0.722112195,0.721807453
North_America,USA,12106700,GREEN RIVER AT PURIFICATION PLANT NEAR PALMER - WA,47.305103,-121.850665,13042118,720164020,0.988616217,0.967629831,0.732614082,0.730421352
North_America,USA,12112600,BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN - WA,47.312323,-122.165396,13042009,720162034,0.992822053,1.016844382,0.833596116,0.832591791
North_America,USA,12113000,GREEN RIVER NEAR AUBURN - WA,47.312323,-122.204008,13042008,720130291,1.013574301,0.615335631,0.046692691,-0.028078675
North_America,USA,12113350,GREEN RIVER AT TUKWILA - WA,47.4651,-122.248455,13042008,720205666,0.945824246,1.002550679,0.875815082,0.864488332
North_America,USA,12114500,CEDAR RIVER BELOW BEAR CREEK NEAR CEDAR FALLS - WA,47.342054,-121.548986,13041858,720132271,0.997149525,1.00188979,0.806766344,0.806736081
North_America,USA,12115000,CEDAR RIVER NEAR CEDAR FALLS - WA,47.370107,-121.625101,13041858,720152110,0.994394609,0.988814194,0.788885164,0.788514736
North_America,USA,12116400,CEDAR RIVER AT POWERPLANT AT CEDAR FALLS - WA,47.418714,-121.781498,13041858,720158056,0.996694342,0.878902701,0.602846749,0.584781758
North_America,USA,12116500,CEDAR RIVER AT CEDAR FALLS - WA,47.417047,-121.792054,13041858,720158056,0.994985006,0.973314418,0.733637086,0.732256704
North_America,USA,12117500,CEDAR RIVER NEAR LANDSBURG - WA,47.393713,-121.954559,13041858,720205673,0.990114139,0.990613494,0.791952502,0.791506359
North_America,USA,12117600,CEDAR RIVER BELOW DIVERSION NEAR LANDSBURG - WA,47.379546,-121.983448,13041858,720205673,0.984745117,0.966348852,0.8262422,0.822357426
North_America,USA,12118500,ROCK CREEK NEAR MAPLE VALLEY - WA,47.379823,-122.017338,13041858,0,1.004858411,0.862924241,-0.00129691,-0.010647747
North_America,USA,12119000,CEDAR RIVER AT RENTON - WA,47.4826,-122.203455,13041858,720201698,0.990597767,0.966531306,0.672255514,0.670416925
North_America,USA,12120000,MERCER CREEK NEAR BELLEVUE - WA,47.602877,-122.180956,13041229,720165971,0.998415281,0.857682254,0.337373328,0.322260405
North_America,USA,12120600,ISSAQUAH CREEK NEAR HOBART - WA,47.457324,-122.005117,13041372,720120355,0.993522983,0.968545941,0.408135327,0.40726473
